query,match,score
hưởng tự nhiên,hưởng chanh muối giống tự nhiên,16.257362
"e558 ,  , bentonite","e965 ,  , maltitol",5.368336
"e558 ,  , bentonite","e1103 ,  , invertase",5.368336
xử lý bột,chất xử lý bột,28.03281
xử lý bột,xử lý ammonium,20.956142
đường thô,ột yến mạch thô,10.463534
đường thô,đường,6.4894843
nguyên liệu bột mì,nguyên liệu bột sữa,27.6223
nguyên liệu bột mì,nguyên liệu,16.939438
glucose cho thực phẩm,glucose thực phẩm,21.431225
glucose cho thực phẩm,dùng cho thực phẩm,19.82674
"e458 , gamma- Cyclodextrin , Cyclodextrin, gamma-","e459 , beta-Cyclodextrin , Cyclodextrin, beta-",19.916372
"e458 , gamma- Cyclodextrin , Cyclodextrin, gamma-","e457 , alpha-Cyclodextrin , Cyclodextrin, alpha-",19.916372
hương bộ tổng hợp,hương tổng hợp,13.569258
hương bộ tổng hợp,hương của tổng hợp,12.897513
đạt tiêu chuẩn vệ sinh an toàn,an toàn,22.915373
đạt tiêu chuẩn vệ sinh an toàn,tiêu chuẩn sinh học,10.058077
sô cô la sữa,sô cô la sữa  đường,34.61436
sô cô la sữa,chứa  sô cô la sữa,33.01288
sorbitol insiz mannitol e421,e421,11.792564
sorbitol insiz mannitol e421,manitol e421,11.025056
"e961 , Neotam , Neotame",e961,27.868752
"e961 , Neotam , Neotame",neotam,27.868752
dầu cá hồi nhập khẩu giàu dha,dầu cá giàu dha,35.034294
dầu cá hồi nhập khẩu giàu dha,dầu cả giàu dha,25.559364
manufactured in a facility that also processes soy,soy,12.158652
manufactured in a facility that also processes soy,contains wheat and soy,10.058077
kem tiệt trùng,sữa bò tách kem tiệt trùng,28.577206
kem tiệt trùng,sữa tươi nguyên kem tiệt trùng,28.577206
giống thiên nhiên,tổ yến thiên nhiên,15.096976
giống thiên nhiên,muối hạt thiên nhiên,15.096976
chất điều e296,chất điều chỉnh độ acid e296,16.6455
chất điều e296,chất điều,10.695597
hương ngọt,hương ngọt tự nhiên,14.113388
hương ngọt,hương ngọt từ nhiên,14.113388
trồng tại việt nam,việt nam,24.986595
trồng tại việt nam,chất công ty tnhh lotte việt nam,19.916372
gia vị đậu nành xay,bột gia vị đậu nành,23.745785
gia vị đậu nành xay,gia vị hương đậu nành,16.718098
ngò rí,hương ngò rí,23.119753
ngò rí,ngò rí sấy,21.086357
hoặc dầu hướng dương,dầu hướng dương,28.394138
hoặc dầu hướng dương,hoặc dầu đậu nành,21.041664
đậu bắp sấy,bắp sấy,21.156246
đậu bắp sấy,đậu bắp,20.186214
bột lúa mì cứng,bột hạt lúa mì cứng,30.689842
bột lúa mì cứng,lúa mì cứng,29.895676
la saveur,la bằng,10.751766
la saveur,la gélatine,10.751766
alcohol fermentation,alcohol,12.648787
bột rong nho,rong nho,22.816048
bột rong nho,bột rong biển,15.034685
chất tạo hương tổng hợp dùng cho thực phẩm,chất tạo hương tổng hợp dùng trong thực phẩm,46.14575
chất tạo hương tổng hợp dùng cho thực phẩm,hương tổng hợp dùng cho thực phẩm,45.914375
sữa bột hữu cơ,sữa bột gầy hữu cơ,28.980963
sữa bột hữu cơ,sữa bột nguyên chất hữu cơ,27.752228
bánh qui nhân hương vị sô cô la bauducco,bánh qui nhân hương vị vani bauducca,47.1594
bánh qui nhân hương vị sô cô la bauducco,bánh qui sô cô la nhân hương vị dấu bauducca,40.56604
nước ép cà chua,nước ép cà chua từ nước cà chua cô đặc,27.831062
nước ép cà chua,nước ép cà rốt,22.261229
emulsifier soy lecithin,emulsifier soy lecithins,24.602337
emulsifier soy lecithin,soy lecithin,21.655006
"e1100_iii , alpha-Amylase từ Bacillus subtilis , alpha-Amylase from Bacillus subtilis","e1100_iv , alpha-Amylase từ Bacillus megaterium expressed in Bacillus subtilis , alpha-Amylase from Bacillus megaterium expressed in Bacillus subtilis",96.97637
"e1100_iii , alpha-Amylase từ Bacillus subtilis , alpha-Amylase from Bacillus subtilis","e1100_v , alpha-Amylase từ Bacillus stearothermophilus expressed in Bacillus subtilis , alpha-Amylase from Bacillus stearothermophilus expressed in Bacillus subtilis",96.97637
pecorino romano pdo cheese,grana padano pdo cheese,23.984594
vin de riz,poudre visqueuse de riz,23.579136
vin de riz,riz,12.158652
gói xốt lấu tôm chua cay,gói nước cốt tôm chua cay,35.799942
gói xốt lấu tôm chua cay,hương chua cay,21.536243
dâm dương hoắc,dâm bụt,11.367317
dâm dương hoắc,dâm bụt lý chưa đen,9.510393
e407 e410 e412 e417,e417,12.158652
e407 e410 e412 e417,e410 e412,11.825552
thực phẩm tăng cường vi chất dinh dưỡng,vi chất dinh dưỡng sắt,30.960491
thực phẩm tăng cường vi chất dinh dưỡng,gói dinh dưỡng,21.667494
hương vani tổng hợp dùng trong thực phẩm,hương tổng hợp dùng trong thực phẩm,42.357483
hương vani tổng hợp dùng trong thực phẩm,hương vani tổng hợp dùng cho thực phẩm,41.92876
"e1400 , Dextrin, tinh bột rang , Dextrins, roasted starch",tinh bột rang,29.737278
"e1400 , Dextrin, tinh bột rang , Dextrins, roasted starch",e1400,25.67865
bột mì được làm giàu,bột mì được sản xuất trên dây chuyền sản xuất các loại bánh,16.558153
bột mì được làm giàu,bột mì,12.525181
xúc xích  icả tra,xúc xích,22.915373
xúc xích  icả tra,xúc xích heo,21.813408
khoai tây đông lạnh,chả cá đông lạnh,21.521248
khoai tây đông lạnh,khoai tây,19.957523
hương patê tổng hợp,hương patê gan tổng hợp,23.198076
hương patê tổng hợp,hương tổng hợp,13.569258
giẩm,nước giẩm,11.825552
phẩm màu tự nhiễn,phẩm màu tự nhiện,23.110893
phẩm màu tự nhiễn,phẩm màu tự nhiên,23.110893
tổng hợp dùng trong thực phẩm,hương tổng hợp dùng trong thực phẩm,39.481678
tổng hợp dùng trong thực phẩm,màu tổng hợp dùng trong thực phẩm,39.481678
búp chè xanh nguyên chất,búp chè xanh nguyên chất từ giống trà oolong đặc biệt của đài loan,41.162056
búp chè xanh nguyên chất,búp chè xanh thái nguyên,33.6428
bột nghêu gia vị,bột nghêu,16.697155
bột nghêu gia vị,bột gia vị,16.686289
tay hồi,hồi,9.209759
tay hồi,cá hồi,8.61035
vegetable shortening,shortening,11.500251
vegetable shortening,dầu shortening,10.751766
có thể chứa ngũ cốc với gluten,có thể chứa gluten,27.302315
có thể chứa ngũ cốc với gluten,chứa ngũ cốc chứa gluten,25.539673
hương tomyum,bột hương tomyum,23.765648
hương tomyum,hương tomyum tổng hợp,14.113388
hương trà giống tự nhiên,hương trà xanh giống tự nhiên,26.51006
hương trà giống tự nhiên,hương trà xanh matcha giống tự nhiên,25.447962
chiết xuất nấm men hộp trà xanh đường,chiết xuất nấm men,30.387976
chiết xuất nấm men hộp trà xanh đường,chiết xuất nấm men dạng bột,28.017374
dâu nghiền,táo nghiền,9.871138
dâu nghiền,chuối nghiền,9.871138
bột whey nước ép chuỗi có đặc  chuối,nước ép chuối,15.139866
bột whey nước ép chuỗi có đặc  chuối,bột whey,14.212336
vanilla tự nhiên,hương vanilla tự nhiên,22.726824
vanilla tự nhiên,vanilla,11.500251
hạt nêm knorr,đường hạt nêm knorr,35.129368
hạt nêm knorr,hạt nêm,17.385239
nước mắm được làm từ thành phần chính là tinh cốt cá tự nhiên,nước mắm từ tinh cốt cá,30.713755
nước mắm được làm từ thành phần chính là tinh cốt cá tự nhiên,thành phần chính là cá cơm than black anchovy,25.064972
tocopherol mixed,chất chống oxy hóa tocopherol mixed,20.447285
tocopherol mixed,chất chống oxy hoá tocopherol mixed,20.447285
lecithin từ đấu hành,lecithin từ đầu nành,19.80312
lecithin từ đấu hành,lecithin từ hướng dương,19.80312
hương liệu tự nhiên,các hương liệu tự nhiên,27.810015
hương liệu tự nhiên,hương liệu tự nhiên táo,26.875864
såt,såt sulfat,11.367317
såt,såt pyrophosphat,11.367317
chất xơ hoà tan oligofructose,chất xơ hoà tan,36.80939
chất xơ hoà tan oligofructose,chất xơ hòa tan oligofructose,33.52085
tinh bột xử lý oxy hoá,tinh bột xử lý oxy hóa,42.764893
tinh bột xử lý oxy hoá,tinh bột xử lý oxy hóa e1404,41.19673
hỗn hợp bột thịt heo sấy nước cốt xương tủy hầm,nước cốt xương tủy hầm,52.360462
hỗn hợp bột thịt heo sấy nước cốt xương tủy hầm,hỗn hợp bột thịt heo sấy,50.326202
màu nghệ,màu tự nhiên từ củ nghệ,12.276175
màu nghệ,nghệ,10.4258
chili powder,chili,12.158652
chili powder,chili sauce,11.367317
regulator,acidity regulator,11.825552
đường kính trắng,đường kính trắng tinh luyện,27.800072
đường kính trắng,đường kính,18.01899
e1412 bột gia vị tôm,bột gia vị tôm,32.16386
e1412 bột gia vị tôm,gia vị tôm,25.56615
nước bão hòa co₂ đường hfcs,nước bão hòa co2 đường hfcs,45.02305
nước bão hòa co₂ đường hfcs,nước bão hòa co,40.38707
calci dinatri etylendiamintetraa celat,"e385 , Calci dinatri etylendiamintetraa cetat , Calcium disodium ethylenediaminetetr aacetate",24.424328
calci dinatri etylendiamintetraa celat,calci dinatri etylendiamintetraacetat,19.470974
chất bảo quản ins,chất bảo quản,21.261879
chất bảo quản ins,chất bảo quản e223,20.320103
ớt cựa gà,hương vị ớt cựa gà,31.045963
ớt cựa gà,chiết xuất từ ớt cựa gà,29.862612
d tocopherol,d tocopherol concentrate mixed,20.380573
d tocopherol,d tocopherol tổng hợp,20.380573
đậu trắng,hành trắng,7.7872033
đậu trắng,thạch trắng,7.7872033
este của polyglycerol với acid béo,este của polyglycerol với acid béo e475,54.59601
este của polyglycerol với acid béo,este của polyglycerol với các acid béo,49.350708
đào,đào nhuyễn,10.007439
đào,đào miếng,10.007439
dầu thực vật hạt nêm,hạt nêm,22.565056
dầu thực vật hạt nêm,dầu thực vật,21.496716
hỗn hợp bột ef e200 e110 tỷ lợi khuẩn giữa,e110 tỷ lợi khuẩn sữa,33.721867
hỗn hợp bột ef e200 e110 tỷ lợi khuẩn giữa,hỗn hợp bột,23.488829
bột lúa mì kết dính,bột kết dính,27.146969
bột lúa mì kết dính,chất kết dính,23.444302
"e527 , Amoni hydroxyd , Ammonium hydroxide",e527,27.868752
"e527 , Amoni hydroxyd , Ammonium hydroxide","e524 , Natri hydroxyd , Sodium hydroxide",15.662357
bột tôm khô chiết xuất,bột tôm chiết xuất,26.896326
bột tôm khô chiết xuất,chiết xuất bột tôm khô,24.58112
ngò tây,ngò tây sấy,21.342945
ngò tây,ngò tây cắt nhỏ,20.33786
chất nhũ hoá leothin đậu nành,chất nhũ hoá lecithin đậu nành,29.354666
chất nhũ hoá leothin đậu nành,chất nhũ hoá từ đậu nành,29.354666
e452,"e452 ,  , polyphosphates",23.579136
e452,e450 e452,11.367317
bánh đa nem,bánh đa,21.094288
bánh đa nem,vắt bánh đa,10.672695
protease e1101_i,"e1101_i , Protease từ Aspergillus orysee var. , Protease from Aspergillus oryzae var.",15.8686
protease e1101_i,protease,11.792564
nước cốt dâu tây,nước cốt dâu,24.901983
nước cốt dâu tây,nước cốt dâu e11 bx,22.730726
gói xốt gia vị,xốt gia vị,25.481846
gói xốt gia vị,i xốt gia vị,24.400091
soja lecitin,soja,12.158652
soja lecitin,lecitin,11.792564
"e128 ,  , Red 2G","e107 ,  , Yellow 2G",14.969791
"e128 ,  , Red 2G",alura red ac e128,10.463534
tương,xốt tương,8.717219
tương,nước tương,8.717219
sản phẩm chứa,sản phẩm chứa sữa,19.292192
sản phẩm chứa,sản phẩm chứa sulphites,19.292192
dipotassium e5' guanylate e628,"e628 , Dikali 5'-guanylat , Dipotassium 5'- guanylate",15.103493
dipotassium e5' guanylate e628,dipotassium orthophosphate,10.158916
fraise,fraise séchée congelée,11.102929
fraise,extrait de fraise,10.672695
đường một lòng đỏ trứng,lòng đỏ trứng,29.173286
đường một lòng đỏ trứng,bột lòng đỏ trứng,27.939337
dầu thực vật đã hydro hóa từ hạt cọ,dầu thực vật đã hydro hóa,48.06346
dầu thực vật đã hydro hóa từ hạt cọ,dầu thực vật đã hydro hóa hoàn toàn,44.763115
dha từ đầu ca,dha từ đầu cá,31.07159
dha từ đầu ca,dha từ đầu c,31.07159
butyl hydroxy,butyl hydroxy toluen,22.415705
butyl hydroxy,butyl hydroxy anisol,22.415705
bột gạo nếp,e410 bột gạo nếp,29.871166
bột gạo nếp,bột gạo nếp nhăn,23.229511
camin,mautu nhiên camin,11.102929
tiêu đen xay nguyên chất,tiêu sọ xay nguyên chất,32.610783
tiêu đen xay nguyên chất,tiêu đen xay,32.541515
hương thực phẩm,hương thực phẩm tổng hợp,19.828974
hương thực phẩm,hương thực phẩm tự nhiên,19.828974
nước sốt,dầu hương vị trà xanh  nước sốt,18.767262
nước sốt,nước sốt cà,15.351462
brillian blue,brillian blue fcf,25.146519
brillian blue,blue,11.256905
manteca de cacao,påte de cacao,19.875633
manteca de cacao,beurre de cacao,19.875633
chất nhũ hóa syrup,chất nhũ hóa,19.340982
chất nhũ hóa syrup,chất nhũ hóa ins,18.486809
calci dinatri etyldiamintetra acetat,calci dinatri etylendiamintetraacetat,19.470974
calci dinatri etyldiamintetra acetat,calci dinatri etylendiamintetraa celat,18.53554
chất nhũ hóa lecithin đậu nành,chất nhũ hóa lecithin đậu nành e322,42.60065
chất nhũ hóa lecithin đậu nành,chất nhũ hóa lecithin đậu nành e322_i,42.60065
kali clorid,"e508 , Kali clorid , Potassium chloride",25.510126
kali clorid,chất điều vị kali clorid,19.54382
magiê clorid,magiê,10.866129
magiê clorid,magiê cacbonat,10.158916
xiro bắp,xiro,10.704107
xiro bắp,xiro glucose,10.007439
bột hoành thánh,lá hoành thánh,24.172104
bột hoành thánh,da hoành thánh,24.172104
dầu dừa đã hydro hóa hoàn toàn,dầu thực vật đã hydro hóa hoàn toàn,47.452225
dầu dừa đã hydro hóa hoàn toàn,dầu dừa đã hydro hóa,46.48036
chiết xuất hoa hướng dương,hoa hướng dương,31.17213
chiết xuất hoa hướng dương,dầu hoa hướng dương,29.846525
phụ gia thực phẩm hương gà,phụ gia thực phẩm,36.832016
phụ gia thực phẩm hương gà,phụ gia thực phẩm chất nhũ hóa,32.90561
cocoa butter,butter,11.500251
cocoa butter,peanut butter,10.751766
men khô dùng liền,men khô,21.877838
men khô dùng liền,yến mạch nguyên chất ăn liền,9.019274
nước ép dứa có đặc,nước ép dứa cổ đặc,26.503204
nước ép dứa có đặc,nước ép táo có đặc,25.960646
chất nhũ hóa từ đậu nành,chất nhũ hóa lecithin từ đậu nành,34.47778
chất nhũ hóa từ đậu nành,chất nhũ hóa chiết xuất từ đậu nành,33.218895
"e416 , Gôm karaya , Karaya gum","e417 , Gôm tara , Tara gum",12.776977
"e416 , Gôm karaya , Karaya gum","e418 , Gôm gellan , Gellan gum",12.776977
